Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2022,40088,46798,6798,Yolla District School,Yolla,TAS,7325,Government,Combined,School Single Entity,Individual Reporting,https://yolladistricthigh.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-12,Outer Regional,899,10,63,23,10,3,22,17.3,15,11.4,168,87,81,151.9,23,1,98,2
2022,40090,6808,17543,North West Support School,Acton,TAS,7320,Government,Special,School Single Entity,Individual Reporting,https://northwestsupport.education.tas.edu.au,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-12,Outer Regional,933,19,55,22,17,6,40,34.2,97,63.4,143,49,94,135.8,14,1,99,1
2022,40092,46835,6835,Invermay Primary School,Invermay,TAS,7248,Government,Primary,School Single Entity,Individual Reporting,https://invermayprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,910,13,57,24,14,5,28,21.9,25,16.3,320,158,162,303.2,18,9,86,5
2022,40093,46836,6836,Mowbray Heights Primary School,Mowbray,TAS,7248,Government,Primary,School Single Entity,Individual Reporting,https://mowbrayheightsprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,918,14,62,20,12,6,45,38.7,28,17.2,505,248,257,479.8,11,36,64,1
2022,40096,46841,6841,Rose Bay High School,Rose Bay,TAS,7015,Government,Secondary,School Single Entity,Individual Reporting,https://rosebayhigh.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,7-12,Inner Regional,974,35,40,29,19,12,56,49.3,33,22.5,650,315,335,647.1,11,4,94,2
2022,40097,46842,6842,Queechy High School,Norwood,TAS,7250,Government,Secondary,School Single Entity,Individual Reporting,https://queechyhigh.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,7-12,Inner Regional,941,22,55,24,14,7,61,55.2,32,23.1,703,312,391,697.8,9,7,92,1
2022,40098,46843,6843,Devonport High School,Devonport,TAS,7310,Government,Secondary,School Single Entity,Individual Reporting,https://devonporths.schoolzineplus.com,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,7-12,Inner Regional,938,21,52,33,10,5,35,30.2,21,16.9,386,195,191,383.5,9,5,95,0
2022,40099,46887,6887,Sacred Heart Catholic School,Launceston,TAS,7250,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sacredheartl.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,Prep-6,Inner Regional,1055,71,13,31,30,26,27,24.3,23,10.7,395,190,205,395,4,1,99,0
2022,40100,48051,8051,Albuera Street Primary School,Battery Point,TAS,7004,Government,Primary,School Single Entity,Individual Reporting,https://albuerastreetprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1147,95,3,9,28,60,18,14.5,14,7.2,237,102,135,226.2,3,30,69,1
2022,40101,48052,8052,Campbell Street Primary School,North Hobart,TAS,7000,Government,Primary,School Single Entity,Individual Reporting,https://campbellstreetprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1044,66,18,27,26,29,17,13.8,14,9.4,207,94,113,196.2,7,21,79,0
2022,40102,48060,8060,Goulburn Street Primary School,West Hobart,TAS,7000,Government,Primary,School Single Entity,Individual Reporting,https://goulburnstreetprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1106,86,6,15,36,43,17,14.8,8,4.9,239,115,124,231.4,3,7,90,3
2022,40103,48062,8062,Lansdowne Crescent Primary School,West Hobart,TAS,7000,Government,Primary,School Single Entity,Individual Reporting,https://www.lansdownecrescentprimary.org/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1130,91,5,12,26,57,29,22.4,18,10.9,422,223,199,404.4,2,7,87,6
2022,40104,48063,8063,Mount Stuart Primary School,Mount Stuart,TAS,7000,Government,Primary,School Single Entity,Individual Reporting,https://mountstuartprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1131,91,3,13,28,56,29,22.3,12,9,345,158,187,323.8,1,10,83,7
2022,40105,48064,8064,South Hobart Primary School,South Hobart,TAS,7004,Government,Primary,School Single Entity,Individual Reporting,https://southhobartprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1142,94,4,9,25,63,37,29.5,14,10.1,491,222,269,473.4,2,16,82,1
2022,40106,48065,8065,Princes Street Primary School,Sandy Bay,TAS,7005,Government,Primary,School Single Entity,Individual Reporting,https://princesstreetprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1161,97,2,9,24,65,27,21.9,16,9.8,349,163,186,334.2,1,28,70,1
2022,40107,48066,8066,Waimea Heights Primary School,Sandy Bay,TAS,7005,Government,Primary,School Single Entity,Individual Reporting,https://waimeaheightsprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1145,94,2,10,27,61,28,21.6,25,14.4,381,181,200,366.6,1,30,69,1
2022,40108,48067,8067,Taroona Primary School,Taroona,TAS,7053,Government,Primary,School Single Entity,Individual Reporting,https://taroonaprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1149,95,1,8,28,63,23,17.7,13,8.4,325,156,169,307.2,3,15,84,1
2022,40109,48068,8068,Mount Nelson Primary School,Mount Nelson,TAS,7007,Government,Primary,School Single Entity,Individual Reporting,https://mountnelsonprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1130,91,6,10,27,57,22,16.8,12,7.5,264,107,157,250.8,3,23,72,6
2022,40110,48069,8069,Lenah Valley Primary School,Lenah Valley,TAS,7008,Government,Primary,School Single Entity,Individual Reporting,https://lenahvalleyprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1074,77,12,24,28,36,40,33.5,23,14.7,559,251,308,533.8,6,12,72,16
2022,40112,48071,8071,New Town Primary School,New Town,TAS,7008,Government,Primary,School Single Entity,Individual Reporting,https://newtownprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1051,69,17,26,28,29,30,23.3,21,12.5,335,173,162,322.6,5,23,72,6
2022,40113,48072,8072,Bowen Road Primary School,Moonah,TAS,7009,Government,Primary,School Single Entity,Individual Reporting,https://bowenroadprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,957,27,44,26,18,11,23,19.1,18,11.3,231,106,125,221,14,29,62,9
2022,40114,48073,8073,Goodwood Primary School,Derwent Park,TAS,7009,Government,Primary,School Single Entity,Individual Reporting,https://goodwoodprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,910,12,61,20,16,3,14,11.5,20,10.4,116,59,57,109.6,19,13,79,8
2022,40115,48074,8074,Moonah Primary School,Derwent Park,TAS,7009,Government,Primary,School Single Entity,Individual Reporting,https://moonahprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,933,19,53,26,14,7,23,19,22,13.9,223,118,105,211.8,12,21,73,5
2022,40116,48128,8128,Springfield Gardens Primary School,West Moonah,TAS,7009,Government,Primary,School Single Entity,Individual Reporting,https://springfieldgardensprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,910,12,62,21,13,4,22,19.5,23,14.4,229,94,135,220.6,16,20,77,3
2022,40119,48133,8133,Rosetta Primary School,Rosetta,TAS,7010,Government,Primary,School Single Entity,Individual Reporting,https://rosettaprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,976,36,38,32,20,10,37,29.7,23,14.2,397,186,211,384.6,11,8,90,1
2022,40123,48168,8168,Collinsvale Primary School,Collinsvale,TAS,7012,Government,Primary,School Single Entity,Individual Reporting,https://collinsvaleprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,964,30,43,33,18,6,7,5.6,5,3.1,64,32,32,57.6,14,2,97,2
2022,40125,48170,8170,Lindisfarne North Primary School,Geilston Bay,TAS,7015,Government,Primary,School Single Entity,Individual Reporting,https://LindisfarneNorthPrimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1001,47,30,31,26,13,29,24.7,22,14.5,346,172,174,332.2,9,7,92,2
2022,40126,48171,8171,Lindisfarne Primary School,Lindisfarne,TAS,7015,Government,Primary,School Single Entity,Individual Reporting,https://lindisfarneprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1048,68,15,26,30,30,32,24.1,21,11.8,363,174,189,343.2,6,4,89,7
2022,40127,48172,8172,Risdon Vale Primary School,Risdon Vale,TAS,7016,Government,Primary,School Single Entity,Individual Reporting,https://risdonvaleprimary.decyp.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,870,6,72,20,6,2,18,15.8,22,13,190,93,97,178.2,23,0,98,2
2022,40128,48173,8173,Bellerive Primary School,Bellerive,TAS,7018,Government,Primary,School Single Entity,Individual Reporting,https://belleriveprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1041,65,19,28,29,23,33,27,20,14.3,461,226,235,438,5,11,86,2
2022,40129,48174,8174,Clarence High School,Bellerive,TAS,7018,Government,Secondary,School Single Entity,Individual Reporting,https://clarencehigh.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,7-12,Inner Regional,1016,54,24,34,25,18,49,44,31,22.1,641,310,331,640,8,6,94,0
2022,40130,48177,8177,Howrah Primary School,Howrah,TAS,7018,Government,Primary,School Single Entity,Individual Reporting,https://howrahprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1057,72,15,28,29,29,52,40.8,37,21.1,667,331,336,634.9,4,11,89,0
2022,40131,48178,8178,Montagu Bay Primary School,Montagu Bay,TAS,7018,Government,Primary,School Single Entity,Individual Reporting,https://montagubayprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1080,79,12,21,28,38,25,21.1,10,6.6,325,152,173,313,3,3,93,4
2022,40132,48180,8180,Warrane Primary School,Warrane,TAS,7018,Government,Primary,School Single Entity,Individual Reporting,https://warraneprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,912,13,62,23,11,4,12,11.4,12,9,142,72,70,132,13,7,86,8
2022,40133,48181,8181,Clarendon Vale Primary School,Clarendon Vale,TAS,7019,Government,Primary,School Single Entity,Individual Reporting,https://clarendonvaleprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,774,2,95,5,1,0,16,11.6,20,12.4,134,69,65,127.2,18,0,99,1
2022,40134,48182,8182,Rokeby Primary School,Rokeby,TAS,7019,Government,Primary,School Single Entity,Individual Reporting,https://rokebyprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,851,5,78,16,5,1,21,18.3,21,14.4,209,95,114,199.8,20,6,93,1
2022,40135,48183,8183,Lauderdale Primary School,Lauderdale,TAS,7021,Government,Primary,School Single Entity,Individual Reporting,https://lauderdaleprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1036,63,19,32,26,23,52,42.2,30,18.7,697,324,373,662.6,7,1,98,0
2022,40136,48184,8184,South Arm Primary School,South Arm,TAS,7022,Government,Primary,School Single Entity,Individual Reporting,https://southarmprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,1011,51,25,33,24,18,6,5.4,7,3.1,61,36,25,56.6,10,2,87,11
2022,40137,48185,8185,Richmond Primary School,Richmond,TAS,7025,Government,Primary,School Single Entity,Individual Reporting,https://richmondprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1016,54,25,30,28,17,15,13.5,10,6.6,198,96,102,188.8,4,1,93,5
2022,40138,48187,8187,Campania District School,Campania,TAS,7026,Government,Combined,School Single Entity,Individual Reporting,https://campaniadistrict.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-12,Outer Regional,873,6,72,20,6,2,25,19.9,22,14.1,194,99,95,188.9,22,2,88,10
2022,40139,48188,8188,Glen Huon Primary School,Glen Huon,TAS,7109,Government,Primary,School Single Entity,Individual Reporting,https://glenhuonprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,1020,56,25,28,26,21,12,9.4,14,7.9,133,80,53,123.4,8,6,77,17
2022,40140,48189,8189,Huonville Primary School,Huonville,TAS,7109,Government,Primary,School Single Entity,Individual Reporting,https://huonvilleprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,928,17,53,28,12,7,33,25.8,25,17.7,325,166,159,313,21,4,96,0
2022,40141,48191,8191,Cygnet Primary School,Cygnet,TAS,7112,Government,Primary,School Single Entity,Individual Reporting,https://cygnetprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,978,37,33,26,22,19,16,12.2,12,7.8,190,93,97,180.4,22,3,86,10
2022,40142,48192,8192,Franklin Primary School,Franklin,TAS,7113,Government,Primary,School Single Entity,Individual Reporting,https://franklinprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,969,33,35,32,21,12,11,9.6,10,6.1,133,61,72,124.2,17,2,96,2
2022,40143,48193,8193,Kingston Primary School,Kingston,TAS,7050,Government,Primary,School Single Entity,Individual Reporting,https://kingstonprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,994,44,31,26,27,16,25,22.6,33,18.9,338,150,188,319,10,14,83,2
2022,40144,48194,8194,Blackmans Bay Primary School,Blackmans Bay,TAS,7052,Government,Primary,School Single Entity,Individual Reporting,https://blackmansbayprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1027,59,23,25,26,26,24,16.6,21,11.5,273,128,145,258.2,9,8,89,4
2022,40145,48195,8195,Margate Primary School,Margate,TAS,7054,Government,Primary,School Single Entity,Individual Reporting,https://margateprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1019,55,25,26,27,22,35,26,25,14.4,418,213,205,397.8,8,3,61,36
2022,40146,48196,8196,Snug Primary School,Snug,TAS,7054,Government,Primary,School Single Entity,Individual Reporting,https://snugprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1000,46,29,30,25,16,27,21.1,22,12.3,361,162,199,346.6,12,4,94,2
2022,40147,48197,8197,Bruny Island District School,Alonnah,TAS,7150,Government,Primary,School Single Entity,Individual Reporting,https://brunyislanddistrict.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Outer Regional,1062,73,8,26,42,24,8,4.8,8,5.2,60,33,27,56.4,3,5,87,8
2022,40148,48198,8198,Cambridge Primary School,Cambridge,TAS,7170,Government,Primary,School Single Entity,Individual Reporting,https://cambridgeprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,1042,65,18,32,26,23,28,22.2,20,12.3,359,160,199,341.4,2,4,91,5
2022,40150,48202,8202,Evandale Primary School,Evandale,TAS,7212,Government,Primary,School Single Entity,Individual Reporting,https://evandaleprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,977,36,41,34,18,8,10,9.2,10,6.5,129,60,69,124.6,5,1,89,10
